sid_src,sid_donor,part,var_src,var_donor,c_src,c_donor,z_new,z_old,z_new_orig,z_old_orig,margin,ordering_correct,p_cf_donor,p_gt_donor,z_cf_tail_0,z_cf_tail_1,z_cf_tail_2,z_cf_tail_3,z_cf_tail_4,z_cf_tail_5,z_cf_tail_6,z_cf_tail_7,z_cf_tail_8,direction
1,7,tail,7,0,24,17,0.0011518981773406,0.4261142611503601,2.7343387998257643e-08,0.9996134638786316,-0.4249623629730195,False,0.000208053184906,0.0340374782681465,0.0011518981773406,0.0315243750810623,2.0470388335525055e-05,0.0012158042518422,1.1561395695025569e-05,0.0032014942262321,7.423995498356817e-07,0.4261142611503601,1.1647983228613157e-05,fwd
1,7,tail,7,0,24,17,0.0003022613527718,0.5694320201873779,4.154755706142765e-11,0.9999964237213136,-0.569129758834606,False,9.409405902260914e-05,0.0341513343155384,0.0003022613527718,0.0004104177642147,1.5397305332953692e-06,2.7016691092285328e-05,3.1608882977707253e-07,0.0003468863142188,3.293250827596239e-08,0.5694320201873779,2.788785309348896e-07,fwd
1,7,tail,7,0,24,17,0.0003751139447558,0.8660111427307129,2.631209099490661e-06,0.9931554198265076,-0.865636028785957,False,3.951761027565226e-05,0.0355083346366882,0.0003751139447558,0.1382186561822891,2.8212491088197567e-05,0.001197934965603,0.0001045681055984,0.0214016940444707,2.3983266146387905e-05,0.8660111427307129,0.0049232160672545,fwd
1,7,tail,7,0,24,17,8.465123046974553e-10,0.9991620779037476,2.0096231623245584e-10,0.9983130693435668,-0.9991620770572353,False,1.6580628653173335e-05,0.0339030027389526,8.465123046974553e-10,0.0001165536741609,5.6937747849872275e-09,4.390957712985255e-07,4.870956763625145e-05,0.0065791201777756,4.2434481883901753e-07,0.9991620779037476,0.0023858312051743,fwd
1,7,tail,7,0,24,17,0.461421400308609,0.153695210814476,7.541296781710116e-06,0.9997928738594056,0.307726189494133,True,0.0243033282458782,0.0730525180697441,0.461421400308609,0.1845029890537262,0.0126705141738057,0.0006482453318312,6.251465674722567e-05,0.0004276781110092,0.0005677773733623,0.153695210814476,0.0044359904713928,fwd
7,1,tail,0,7,17,24,0.0003676093474496,0.4516148269176483,0.0003673346946015,0.509189784526825,-0.4512472175701987,False,8.077493839664385e-05,0.0193864256143569,0.4516148269176483,0.0009786470327526,2.116638825100381e-05,0.0007253778749145,7.6820891990792e-05,0.1400548666715622,8.844238618621603e-05,0.0003676093474496,0.043230801820755,bwd
7,1,tail,0,7,17,24,0.0023941122926771,0.4205710589885711,5.989015699014999e-05,0.9898608922958374,-0.418176946695894,False,0.0003388901532161,0.0211194120347499,0.4205710589885711,0.0097384490072727,0.0001815935829654,0.0076325824484229,0.000290508789476,0.2921602427959442,0.0003534155257511,0.0023941122926771,0.0063056554645299,bwd
7,1,tail,0,7,17,24,0.0011555067030712,0.7827370166778564,6.610860873479396e-05,0.9999606609344482,-0.7815815099747851,False,2.261330337205436e-05,0.0178829208016395,0.7827370166778564,0.0051373220048844,2.1162837583688088e-05,0.0061044874601066,0.0001907729747472,0.1270629316568374,8.430980233242735e-05,0.0011555067030712,0.0027353651821613,bwd
7,1,tail,0,7,17,24,0.0254549868404865,0.1945758759975433,0.0009513166733086,0.9985369443893432,-0.1691208891570568,False,0.0004429117543622,0.0236593075096607,0.1945758759975433,0.0207464452832937,0.000573668803554,0.0008335038437508,0.0007697054534219,0.0239775143563747,0.0028018248267471,0.0254549868404865,0.0091033345088362,bwd
7,1,tail,0,7,17,24,0.0066629857756197,0.729819118976593,0.0064539588056504,0.7092065215110779,-0.7231561332009733,False,3.054393528145738e-05,0.0214699655771255,0.729819118976593,0.0355235934257507,0.0168023537844419,0.0174157582223415,0.003351587569341,0.040258701890707,0.005334798246622,0.0066629857756197,0.0744645148515701,bwd
14,48,tail,6,5,23,22,0.1509579271078109,0.2071336656808853,0.1493156552314758,0.2199456691741943,-0.0561757385730743,False,2.0442797904252075e-05,0.0008794569876044,0.000104199622001,0.0056494357995688,0.0052234325557947,0.0009500092710368,0.0463778786361217,0.1509579271078109,0.2071336656808853,0.024130567908287,0.0013291991781443,fwd
14,48,tail,6,5,23,22,0.3934918045997619,0.0068379007279872,1.682124803892293e-07,0.9564387798309326,0.3866539038717747,True,0.0001683534355834,0.001271026325412,1.7360072490646417e-08,1.126941583606822e-06,3.790096911870933e-07,1.379817149427254e-07,0.1756756752729416,0.3934918045997619,0.0068379007279872,0.0004571849422063,3.0324901672429405e-05,fwd
14,48,tail,6,5,23,22,0.99900084733963,3.8367899833247066e-05,1.8305129856344138e-07,0.9888301491737366,0.9989624794397968,True,0.0010665300069376,0.0009505885536782,8.706034157479614e-12,7.483254904627756e-09,4.545964671365255e-08,1.549576689185983e-09,0.0020988460164517,0.99900084733963,3.8367899833247066e-05,8.436695111413428e-07,1.6416887405057423e-08,fwd
14,48,tail,6,5,23,22,0.9735123515129088,0.0002995298127643,2.9637690204253886e-06,0.9996449947357178,0.9732128217001446,True,0.0009507639915682,0.0010098011698573,8.359653941303336e-11,2.6348395465447535e-08,9.629586656956235e-07,1.7114775374693636e-08,0.0038428562693297,0.9735123515129088,0.0002995298127643,7.365431520156562e-05,5.511240033229114e-07,fwd
14,48,tail,6,5,23,22,0.0089007979258894,0.4146645665168762,0.0101618077605962,0.5521518588066101,-0.4057637685909867,False,2.8911501885886537e-06,0.0007241470157168,1.288119256059872e-05,0.0001673239166848,0.0001410976547049,7.716878826613538e-06,0.4255246222019195,0.0089007979258894,0.4146645665168762,0.0023630687501281,0.0002340226637898,fwd
48,14,tail,5,6,22,23,0.007149982266128,7.781743624946102e-05,1.5223241334183513e-08,0.954660415649414,0.0070721648298786,True,5.847677675774321e-05,0.0013220753753557,9.968553058570252e-05,0.0018356555374339,1.1255807521592942e-06,2.4495988327544183e-05,1.1311461094010156e-05,7.781743624946102e-05,0.007149982266128,5.981412414257648e-06,0.0005216519348323,bwd
48,14,tail,5,6,22,23,2.228820630989503e-05,0.0017087529413402,1.3257697901281064e-05,0.0064288852736353,-0.0016864647350303,False,5.436216724774567e-06,0.0001159760140581,0.0060127712786197,0.9367813467979432,1.5220419300021604e-05,0.0043173106387257,0.0008012750186026,0.0017087529413402,2.228820630989503e-05,2.6867794531426625e-06,0.000536865030881,bwd
48,14,tail,5,6,22,23,4.472946238820441e-05,0.0052496925927698,1.5829717767701368e-06,0.5696719288825989,-0.0052049631303816,False,9.599711120245049e-06,0.0007793169934302,0.0066281929612159,0.7400262355804443,4.04227503167931e-05,0.0145641304552555,0.0056274733506143,0.0052496925927698,4.472946238820441e-05,4.071134299010737e-06,0.001475449767895,bwd
48,14,tail,5,6,22,23,0.0007770027732476,0.0227961484342813,0.0005328130209818,0.0313288234174251,-0.0220191456610336,False,0.0002307132817804,0.0022919159382581,0.0003228671557735,0.2073852717876434,6.0913687775610015e-05,0.0081960028037428,0.0014923888957127,0.0227961484342813,0.0007770027732476,0.0002136423572665,0.135018989443779,bwd
48,14,tail,5,6,22,23,0.0002674917341209,0.0009548809612169,5.442652400233783e-05,0.0399892888963222,-0.0006873892270959,False,4.044837623951025e-05,0.0002102792059304,0.0005861821118742,0.1744076013565063,1.4367768017109483e-05,0.0003706336428876,0.000431523687439,0.0009548809612169,0.0002674917341209,0.0001195021322928,0.062069371342659,bwd
12,49,tail,8,3,25,20,5.8538375014904886e-05,0.8848549127578735,4.592074560605397e-07,0.9999911785125732,-0.8847963743828586,False,3.7067140510771424e-05,0.0456495508551597,2.9711097795370733e-06,0.032716404646635,1.355350605081185e-07,5.8538375014904886e-05,4.466601694730343e-06,0.0015580122126266,2.1788258891319856e-05,0.0128905996680259,0.8848549127578735,fwd
12,49,tail,8,3,25,20,0.1973607838153839,0.1056855618953704,6.201742230871332e-09,1.0,0.0916752219200134,True,0.0014230328379198,0.0475483424961566,1.9698278208579725e-07,0.0013530679279938,1.1543256128732082e-08,0.1973607838153839,1.6771335822340916e-06,0.4862697422504425,1.5708071998687958e-07,0.0008390903822146,0.1056855618953704,fwd
12,49,tail,8,3,25,20,0.518157958984375,0.0106170196086168,1.7322928869134557e-08,0.9999793767929076,0.5075409393757582,True,0.0053294310346245,0.0430196337401866,2.044116342858615e-08,0.0003257443604525,1.2337841859277887e-09,0.518157958984375,9.740295325855187e-08,0.0213136300444602,3.890936639550091e-08,0.0012920968001708,0.0106170196086168,fwd
12,49,tail,8,3,25,20,0.4026818871498108,0.1910378783941269,5.658569079969312e-08,0.9999982118606568,0.2116440087556839,True,0.0019075523596256,0.0454720854759216,3.371843249055928e-08,0.0013910937123,7.864943363244947e-09,0.4026818871498108,2.3830781969991227e-07,0.0025524864904582,9.588993776787903e-08,0.0018978230655193,0.1910378783941269,fwd
12,49,tail,8,3,25,20,0.0003728919546119,0.1336424648761749,9.485344065751633e-08,0.9999990463256836,-0.1332695729215629,False,8.373418154405954e-07,0.0271028000861406,0.001400637673214,0.6539614200592041,0.0013520792126655,0.0003728919546119,0.0011704162461683,0.0006724646664224,0.0007811204413883,0.7127609848976135,0.1336424648761749,fwd
49,12,tail,3,8,20,25,0.999239444732666,0.0029032488819211,6.274321640376002e-05,0.9999936819076538,0.9963361958507448,True,0.0160061009228229,0.0139530636370182,1.2751245776598807e-05,8.721404043399161e-09,3.312855101356149e-09,0.0029032488819211,3.352954763613525e-06,0.0288979727774858,1.7059708625311032e-05,6.45095621365499e-09,0.999239444732666,bwd
49,12,tail,3,8,20,25,0.9997690320014954,0.0027431338094174,0.000314483535476,0.9999593496322632,0.997025898192078,True,0.0131424507126212,0.0122564453631639,8.744661317905411e-05,4.784587872563861e-07,2.6189121626885026e-07,0.0027431338094174,3.139059481327422e-05,0.004205915145576,2.890440737246536e-05,2.337047533274017e-07,0.9997690320014954,bwd
49,12,tail,3,8,20,25,0.0120268417522311,0.8289918899536133,0.0099619273096323,0.7872114777565002,-0.8169650482013822,False,1.971072560991161e-05,0.0134243760257959,0.0038604175206273,2.429393862257712e-05,1.0549478020038805e-06,0.8289918899536133,5.660525130224414e-05,0.057002205401659,0.0013446938246488,1.3729066949963451e-06,0.0120268417522311,bwd
49,12,tail,3,8,20,25,0.2902582287788391,0.2991833984851837,0.0015915177064016,0.3353739976882934,-0.0089251697063446,False,0.0004876759485341,0.0133950412273406,0.0004563755355775,3.800666092956817e-07,3.861401580707025e-07,0.2991833984851837,3.369038722667028e-06,0.0144824599847197,0.0001998297084355,7.750115216254017e-09,0.2902582287788391,bwd
49,12,tail,3,8,20,25,0.9702875018119812,0.0235615037381649,0.0173485167324543,0.2785487473011017,0.9467259980738164,True,0.012647564522922,0.0092553347349166,0.0001275005633942,9.563495240172416e-08,1.2982443564624193e-08,0.0235615037381649,1.820406623664894e-06,0.0687963441014289,4.1637893446022645e-05,9.532787004218337e-09,0.9702875018119812,bwd
11,34,tail,5,2,22,19,0.001017342088744,0.1537798941135406,6.214204040588811e-05,0.9410567283630372,-0.1527625520247966,False,0.0002219720045104,0.0150584876537323,0.010012567974627,0.0014953733189031,0.001017342088744,0.0193028673529624,0.0030340827070176,0.1537798941135406,0.0108072999864816,9.001063881441951e-05,0.8772732615470886,fwd
11,34,tail,5,2,22,19,0.0002241913898615,0.0373509116470813,1.7038649380296531e-09,0.9998600482940674,-0.0371267202572198,False,2.643811603775248e-05,0.00256392150186,0.0437661036849021,0.0033741388469934,0.0002241913898615,1.690443059487734e-05,0.0015629252884536,0.0373509116470813,0.0001868816034402,1.4649162949353922e-06,0.0012759197270497,fwd
11,34,tail,5,2,22,19,2.145677171938587e-05,0.1194493100047111,9.296662106805798e-09,0.990170419216156,-0.1194278532329917,False,1.0631885743350722e-05,0.0005691309343092,0.020045693963766,0.0001485218963352,2.145677171938587e-05,1.889187842607498e-05,0.0002801359223667,0.1194493100047111,3.4541531931608915e-05,5.0293625264430375e-08,0.0002533034130465,fwd
11,34,tail,5,2,22,19,1.6197742297663353e-05,0.1971901208162307,4.463899827555906e-08,0.9831599593162536,-0.1971739230739331,False,2.312015112693189e-07,0.0004778030270244,0.5110077857971191,0.0017375437309965,1.6197742297663353e-05,0.0005854620831087,0.0113262152299284,0.1971901208162307,0.0007268673507496,2.7673713702824895e-05,0.0004325697955209,fwd
11,34,tail,5,2,22,19,2.4820346311571484e-07,0.1435488760471344,1.8838923754316284e-09,0.7892813086509705,-0.1435486278436712,False,9.716178283269984e-06,0.0005677715525962,0.010907064191997,1.6538266208954155e-05,2.4820346311571484e-07,0.0001128087751567,0.0001130602322518,0.1435488760471344,1.2257544767635409e-05,3.430244177593522e-08,0.0014035425847396,fwd
34,11,tail,2,5,19,22,0.7379396557807922,0.01849633641541,0.0061511318199336,0.914317786693573,0.7194433193653822,True,0.000765437784139,0.002192945452407,1.7696717122817065e-06,0.0003282016841694,0.01849633641541,0.0011608601780608,0.0008206418715417,0.7379396557807922,6.604209943361639e-07,1.1819151040981524e-05,0.0081188008189201,bwd
34,11,tail,2,5,19,22,0.0037708678282797,0.7693948149681091,0.0042896112427115,0.6626054644584656,-0.7656239471398294,False,3.260223138568108e-06,0.0020446041598916,5.858281610926497e-07,6.43131643300876e-05,0.7693948149681091,0.0005745955277234,0.0008509085746482,0.0037708678282797,9.832167791046233e-08,1.1162140101106386e-09,0.0026224697940051,bwd
34,11,tail,2,5,19,22,0.0206647124141454,0.300542801618576,0.0028386330232024,0.6992324590682983,-0.2798780892044306,False,1.839747346821241e-05,0.0022661099210381,1.0323454944227706e-06,0.0031420877203345,0.300542801618576,0.0008627260685898,0.0103667378425598,0.0206647124141454,1.8577684386400503e-05,2.5646725134720327e-06,0.0009844336891546,bwd
34,11,tail,2,5,19,22,0.9564366936683656,0.001565076294355,0.0014019168447703,0.8140366673469543,0.9548716173740104,True,0.0149864600971341,0.0096564879640936,2.6793099294764037e-08,5.713820792152546e-05,0.001565076294355,5.9302288718754426e-05,5.0543156248750165e-05,0.9564366936683656,4.283590726572584e-08,4.270871158951195e-06,0.0023404909297823,bwd
34,11,tail,2,5,19,22,0.0166338272392749,0.455767422914505,0.0159166511148214,0.4388853907585144,-0.43913359567523,False,1.0335892511648126e-05,0.0020712653640657,1.2150156862844597e-06,0.0076628029346466,0.455767422914505,0.0004425866354722,0.0039149424992501,0.0166338272392749,2.2519101548823528e-05,3.643612217274495e-05,0.0022487414535135,bwd
6,42,tail,8,0,25,17,0.011229514144361,0.3012126982212066,0.000332082126988,0.9556373953819276,-0.2899831840768456,False,7.496351372537902e-06,0.0007580216624774,0.011229514144361,0.0077726664021611,9.702460374683142e-06,1.4439016013056973e-05,0.0001051679064403,0.0091558042913675,1.1849220493687083e-09,2.385258710546623e-07,0.3012126982212066,fwd
6,42,tail,8,0,25,17,0.0165073554962873,0.6833273768424988,0.0010373844997957,0.9983338713645936,-0.6668200213462114,False,7.368263595708413e-06,0.0011349086416885,0.0165073554962873,0.0119179422035813,0.0198592022061347,0.0120583744719624,0.0077844397164881,0.0274666659533977,3.5607961763162166e-05,0.0001505257823737,0.6833273768424988,fwd
6,42,tail,8,0,25,17,0.3128976225852966,0.0639303550124168,5.076374236523407e-07,0.9999998807907104,0.2489672675728798,True,5.829129077028483e-05,0.0007652666536159,0.3128976225852966,0.0005771954311057,0.0006889959913678,1.8582190364213602e-07,2.9733275368926115e-05,0.0004478188639041,8.244971638760036e-08,2.721812279560254e-06,0.0639303550124168,fwd
6,42,tail,8,0,25,17,0.0005397311761043,0.8726721405982971,1.953754690475762e-05,0.9997479319572448,-0.8721324094221927,False,4.974856437911512e-07,0.0007518142228946,0.0005397311761043,3.941803151974455e-05,1.5102610632311553e-05,9.08904112293385e-05,1.4994146113167515e-05,0.0066433059982955,3.0722682731187945e-10,2.2223954232458712e-08,0.8726721405982971,fwd
6,42,tail,8,0,25,17,0.2952167093753814,0.4481709897518158,5.810414222651161e-06,0.9999997615814208,-0.1529542803764343,False,7.902849574747961e-06,0.0007521309307776,0.2952167093753814,8.281027476186864e-06,7.337935676332563e-05,4.124498809687793e-05,1.2687531807387131e-06,0.0010779271833598,2.898840056886342e-10,1.1261069410295477e-08,0.4481709897518158,fwd
42,6,tail,0,8,17,25,0.994587779045105,0.006753537338227,1.946716565726092e-06,0.9999916553497314,0.987834241706878,True,0.0025049273390322,0.0026403118390589,0.006753537338227,6.360617589962203e-06,8.086347946800744e-08,1.0931677934422623e-05,0.0202910024672746,0.0036975471302866,0.00013601014507,3.697101055877283e-05,0.994587779045105,bwd
42,6,tail,0,8,17,25,0.9929600358009338,0.0112957088276743,4.096398242836585e-06,0.9999701976776124,0.9816643269732594,True,0.0024280080106109,0.0025963350199162,0.0112957088276743,3.9741394175507604e-07,3.6272532200065655e-10,8.28835368338332e-07,0.0022032442502677,0.0007306297193281,1.6389891470680595e-06,1.6619678433471566e-07,0.9929600358009338,bwd
42,6,tail,0,8,17,25,0.8756631016731262,0.0724585279822349,1.3194325276799648e-07,0.9999992847442628,0.8032045736908913,True,0.0012409584596753,0.0026117374654859,0.0724585279822349,9.069647603610065e-06,4.254358199062835e-09,5.94769480812829e-05,0.0216766186058521,0.0111574055626988,0.0007848611567169,1.4471039321506396e-05,0.8756631016731262,bwd
42,6,tail,0,8,17,25,0.0038566549774259,0.9257617592811584,0.0032045054249465,0.9291364550590516,-0.9219051043037324,False,1.5114409279703978e-06,0.0023999470286071,0.9257617592811584,0.0037551657296717,1.0124572327185888e-06,0.0041219205595552,0.0670781955122947,0.0246883425861597,0.0008569137426093,3.509530142764561e-05,0.0038566549774259,bwd
42,6,tail,0,8,17,25,0.3788527548313141,0.1355977952480316,2.292238434620231e-07,0.999986171722412,0.2432549595832824,True,0.0001591547188581,0.0026786024682223,0.1355977952480316,0.0002774087188299,2.640852301283303e-07,0.0005913120112381,0.0294721852988004,0.0171668417751789,0.0013868152163922,4.065276516485028e-05,0.3788527548313141,bwd
4,40,tail,1,5,18,22,0.9998548030853271,0.2314182519912719,0.0005643360200338,0.9999994039535522,0.7684365510940552,True,0.0002914516953751,0.0008908817544579,1.6052846552039313e-11,0.2314182519912719,1.3928511122252019e-10,1.0841330322364229e-06,4.1053449528760674e-09,0.9998548030853271,1.4676386772549675e-09,5.0197328932410905e-11,3.810744999555027e-07,fwd
4,40,tail,1,5,18,22,0.371922492980957,0.5997514724731445,0.0871976763010025,0.6596357822418213,-0.2278289794921875,False,6.111472612246871e-05,0.0077694510109722,0.0049742884002625,0.5997514724731445,6.433365342672914e-05,0.0053448099642992,0.024691442027688,0.371922492980957,0.0348855257034301,0.0002650771057233,0.0500665195286273,fwd
4,40,tail,1,5,18,22,0.995743691921234,0.0033333455212414,0.001925025251694,0.9998729228973388,0.9924103463999928,True,0.0001992339384742,0.0008821140509098,4.88635396322934e-06,0.0033333455212414,6.422795451044294e-08,9.274805961467791e-06,0.0004247306787874,0.995743691921234,2.132534973497968e-06,8.455785405203642e-07,0.0007924942183308,fwd
4,40,tail,1,5,18,22,0.1431471705436706,0.9966290593147278,0.1582461148500442,0.9948262572288512,-0.8534818887710571,False,6.926304081389389e-07,0.0008516018860973,1.2723428881145082e-05,0.9966290593147278,6.139196102594724e-06,0.0003717385698109,3.2065549021353945e-05,0.1431471705436706,0.0001074271858669,2.2682706912746653e-06,0.0064418157562613,fwd
4,40,tail,1,5,18,22,0.9996604919433594,0.0642483159899711,0.000369739398593,0.999994158744812,0.9354121759533882,True,0.0007380623137578,0.0009211587603203,1.2035329677306803e-10,0.0642483159899711,6.049701017918352e-11,1.9831314546081563e-07,1.974706265173154e-06,0.9996604919433594,2.503499407779941e-09,3.6524003821369892e-09,7.21859464647423e-07,fwd
40,4,tail,5,1,22,18,0.2026806771755218,0.0182218458503484,1.6809782721338706e-07,0.9999539852142334,0.1844588313251733,True,9.570747351972386e-05,0.0034798302222043,0.0096223400905728,0.2026806771755218,2.3009668439044617e-05,0.0070218257606029,0.007469140458852,0.0182218458503484,3.516235267397861e-07,0.0207830630242824,2.12325085158227e-06,bwd
40,4,tail,5,1,22,18,0.0046602850779891,0.5748718976974487,4.404455467010848e-06,0.9999643564224244,-0.5702116126194596,False,7.315975835808786e-06,0.0048833186738193,0.006976697128266,0.0046602850779891,0.0002319901541341,0.0040825000032782,0.0060531683266162,0.5748718976974487,0.0001480377977713,0.2692728638648987,0.004995887633413,bwd
40,4,tail,5,1,22,18,0.0004347469366621,0.9676929712295532,0.0001699968561297,0.9818877577781676,-0.9672582242928912,False,1.7207454447998316e-06,0.002632416319102,0.0041839936748147,0.0004347469366621,0.0007685419404879,0.0021617251913994,0.0050745182670652,0.9676929712295532,3.974369974457659e-05,0.0457457154989242,0.0026779351755976,bwd
40,4,tail,5,1,22,18,0.229542389512062,0.0068168709985911,7.525784440076677e-08,0.999976634979248,0.2227255185134709,True,8.532914944225922e-05,0.0027486565522849,0.0128349941223859,0.229542389512062,1.5500938388868235e-05,0.0021027645561844,0.0005239596939645,0.0068168709985911,1.0924270554824035e-07,0.0171002428978681,4.999221800972009e-07,bwd
40,4,tail,5,1,22,18,0.0012496480485424,0.0191470384597778,1.784806590876542e-05,0.9998852014541626,-0.0178973904112353,False,9.73613168753218e-07,0.0023265206255018,0.9815099239349364,0.0012496480485424,0.0048093348741531,0.0011787315597757,4.376615834189579e-05,0.0191470384597778,0.00011380451906,0.0039425180293619,0.0005743015208281,bwd
4,6,tail,1,8,18,25,0.350506454706192,0.1196830198168754,4.6072511139527705e-08,0.9999994039535522,0.2308234348893165,True,1.7796855900087394e-05,0.0001300684089073,1.1555249812555955e-10,0.1196830198168754,3.5639664830444666e-11,1.5466335767655437e-08,1.011079788781899e-07,0.0071759680286049,5.025258360547014e-07,8.014418573232263e-10,0.350506454706192,fwd
4,6,tail,1,8,18,25,0.0563855059444904,0.6498545408248901,0.0258288905024528,0.6596357822418213,-0.5934690348803997,False,4.141468252782943e-06,0.0024806435685604,0.0087980134412646,0.6498545408248901,0.0001196095254272,0.0054396516643464,0.0401394180953502,0.2235244959592819,0.0627838596701622,0.0004736176633741,0.0563855059444904,fwd
4,6,tail,1,8,18,25,0.9866967797279358,0.0002888547314796,2.8744474889208504e-07,0.9998729228973388,0.986407924996456,True,0.0003205256653018,0.0001419722975697,2.3388054160022875e-06,0.0002888547314796,1.9146364493849433e-09,2.558342657721369e-07,0.0019546693656593,0.007150256074965,4.4834130676463246e-05,9.219529601978138e-06,0.9866967797279358,fwd
4,6,tail,1,8,18,25,0.0064418157562613,0.9966290593147278,0.0047377040609717,0.9948262572288512,-0.9901872435584664,False,1.0098989378093393e-07,0.0001441722270101,1.2723428881145082e-05,0.9966290593147278,6.139196102594724e-06,0.0003717385698109,3.2065549021353945e-05,0.1431471705436706,0.0001074271858669,2.2682706912746653e-06,0.0064418157562613,fwd
4,6,tail,1,8,18,25,0.4708145260810852,0.0307747330516576,1.5480846116133764e-07,0.999994158744812,0.4400397930294275,True,3.01497129839845e-05,0.0001201957929879,1.0663143701350464e-09,0.0307747330516576,1.7102283131342766e-11,1.0020102081398365e-08,6.01948777330108e-05,0.0048017730005085,6.252925004446297e-07,1.0491331181583521e-07,0.4708145260810852,fwd
6,4,tail,8,1,25,18,2.7480940843815915e-05,0.9643712043762208,2.1724976249970496e-05,0.9556373953819276,-0.9643437234353768,False,5.2036295272728246e-08,6.84632032061927e-05,0.000491066777613,2.7480940843815915e-05,5.493369371833978e-06,1.9475949102343293e-06,0.0001288405328523,0.1503982245922088,8.328862044493234e-10,1.0099272884644961e-07,0.9643712043762208,bwd
6,4,tail,8,1,25,18,0.0119179422035813,0.6833273768424988,8.634207188151777e-05,0.9983338713645936,-0.6714094346389174,False,1.5093504543983729e-06,7.879316399339586e-05,0.0165073554962873,0.0119179422035813,0.0198592022061347,0.0120583744719624,0.0077844397164881,0.0274666659533977,3.5607961763162166e-05,0.0001505257823737,0.6833273768424988,bwd
