part,image_index,species,variant,concept_index,concept,mechanically_valid,eligible,exclusion_reason,target_pixels_native_11,target_pixels_native_01,target_pixels_native_10,target_pixels_native_00,scientific_target_pixels_identical,changed_pixels_11_01,changed_pixels_10_00,changed_pixels_01_00_other_named_parts,composite_11_vs_native_11_changed_pixels,composite_10_vs_native_10_changed_pixels,composite_11_vs_native_11_rgb_mae,composite_10_vs_native_10_rgb_mae,native_z11,native_z10,composite_minus_native_z11,composite_minus_native_z10,annotation_sha256,z11,render_sha256_11,z01,render_sha256_01,z10,render_sha256_10,z00,render_sha256_00,part_response_with_context,part_response_without_context,context_evidence_with_part,context_evidence_without_part,interaction
tail,41,4,1,12,tail_1,True,True,,74,0,82,0,True,74,74,1378,40,62,0.0141143798828125,0.0353444404900074,3.559640884399414,0.9347199201583862,-0.24730515480041504,-2.148326873779297,10ca3d5d5f31f9e7,3.312335729598999,8fe8ec6b55b4edb79b994c030020dbd55ad750a3709180386198074c62ffe6dd,-0.7639836072921753,0dd9861c15aac5769095f580202c81aa2963885a9475e5992231eda908e451ca,-1.2136069536209106,2dfb85dbe8f228581b9235757b4211165c459e035e3637636cad76269a5ff1f8,-6.094606876373291,7eea524a0b6004875cacb75b929f34587878a5ac0a7a4662f8591a89f1d9f138,4.076319336891174,4.88099992275238,4.52594268321991,5.330623269081116,-0.804680585861206
tail,171,17,2,13,tail_2,True,True,,65,0,107,0,True,65,65,1311,38,109,0.0151824951171875,0.1076914444565773,4.921960830688477,5.42054557800293,-0.04964256286621094,-3.2361433506011963,43fde6e38340fd5a,4.872318267822266,344e6faf6e35a0ba8dcdd178df24cc5b29eb1417f71911ce49ec96a579eb554b,0.26803159713745117,cedd66d61bc21e1e10b8ef99a08eeab05ac0565d70152eaa60c05bc7d8bc1ebc,2.1844022274017334,f0cdd9395b9392f3d601b399840292e291c501e41eb6080d3043bd0707b75548,-4.905628204345703,696a514a3c4af27bbe3b6dbe28cdb69ed00ce8c5a436cf089b57946eff0e4741,4.6042866706848145,7.0900304317474365,2.6879160404205322,5.173659801483154,-2.485743761062622
tail,101,10,3,14,tail_3,True,True,,19,0,96,0,True,19,19,1102,30,139,0.008555094711482525,0.157562255859375,4.85895299911499,6.623262882232666,-0.6676983833312988,-9.792364120483398,06b2ebe0e034469b,4.191254615783691,6bac7174851d528edd7547569eff9b24c5286ebbe76158f994cf6ae10bff39ee,2.2725532054901123,066a00ddaf1b02b473382860a59b3927b359d1dc78c99e30a2081b6edfe6a6f7,-3.1691009998321533,46287c69d4f3044c94a56aa8a1176e7c2e361f1417784a4c133a89fa846ca6d9,-5.062407493591309,d4f3b9bd11876cf91e1ff5ee7d4072a85830f45489e187f1de2504a509e0b0a4,1.918701410293579,1.8933064937591553,7.360355615615845,7.334960699081421,0.025394916534423828
tail,1,0,4,15,tail_4,False,False,target_not_visible_in_native_11;11_to_01_did_not_change_rgb;10_to_00_did_not_change_rgb,0,0,0,0,True,0,0,4427,10,10,0.0016021728515625,0.0016021728515625,5.1623711585998535,-2.936168909072876,-0.1648426055908203,-0.16910386085510254,693b6ee0a7492139,4.997528553009033,d5d2afcc460ca375bbacbeadf2d961c57f2c5a909bdd82b8032466e44404ac55,4.997528553009033,d5d2afcc460ca375bbacbeadf2d961c57f2c5a909bdd82b8032466e44404ac55,-3.1052727699279785,2b41d925a5b3b1a958ac9c855b682ae0ed7bd7ee3c6b372af581d2ade918b6d5,-3.1052727699279785,2b41d925a5b3b1a958ac9c855b682ae0ed7bd7ee3c6b372af581d2ade918b6d5,0.0,0.0,8.102801322937012,8.102801322937012,0.0
tail,51,5,5,16,tail_5,True,True,,29,0,132,0,True,29,29,2299,37,171,0.0104217529296875,0.1714019775390625,1.7766661643981934,6.734042167663574,0.13895130157470703,-7.836709022521973,e74f3f0738e89999,1.9156174659729004,28b206c298a4ce480294ec3a0b5cc44083695d5623b6f9bc14044f4f143d4bdb,0.6594277620315552,37ea14799a3ece7aea2e451280872a71d0d5347fb721c982d4338bd10a08f511,-1.102666974067688,adc2bea9dac8ff6106bf1c819d391e417f0c489c5b75c90145134979a2a8522c,-4.626765727996826,2e0b82231b7ef8c87386a1c7503eb5fe6636812abc06fc8f4dd2e58297bfaa34,1.2561897039413452,3.524098753929138,3.0182844400405884,5.286193490028381,-2.267909049987793
tail,141,14,6,17,tail_6,True,True,,54,0,73,0,True,54,54,1319,29,70,0.008392333984375,0.0377604179084301,3.8390114307403564,6.852397918701172,-0.09617137908935547,-0.21158790588378906,c16d5fb1980d2dfc,3.742840051651001,f160cecde0fb3a4c4ce0a8232972ae3d83bae04ba7174f04770c81572160b955,1.1552056074142456,6279ee891a244b10883ce45807de23f527393b6cdeaa405ffa09689e2e78e89c,6.640810012817383,d139d26f48fab59dc436542c35a9ae8b709ab87a3854755398b99da01fef6e7e,-5.298666477203369,3d6271c334ba6b0e0d9e1ef95bfa68696591c6c76e57e80e378136d969920b8b,2.5876344442367554,11.939476490020752,-2.897969961166382,6.453872084617615,-9.351842045783997
tail,11,1,7,18,tail_7,True,True,,236,0,236,0,True,236,236,1601,71,71,0.024505615234375,0.024505615234375,5.760862350463867,6.597185134887695,-0.0835409164428711,-0.3736891746520996,a9a8741351ee0b02,5.677321434020996,43456e9fcbbb36b5f364b6d83653ec066a2b07acadefebe497d4300de6f79542,0.9735938310623169,d48ac254833c0a5391066cbaf7fb4e2fddeb5daed4199264c4de2202ace7ac93,6.223495960235596,8abf0b11b17147c18e64a16ff94cd1cc094a62ae8027d9559cae8f56a0a99166,-6.244781970977783,97e23b97b80e991551375be63b488d4f3c033120e81d4163845cf31d10b27699,4.703727602958679,12.468277931213379,-0.5461745262145996,7.2183758020401,-7.7645503282547
tail,31,3,8,19,tail_8,False,False,target_not_visible_in_native_11;11_to_01_did_not_change_rgb;10_to_00_did_not_change_rgb,7,0,7,0,True,7,7,1781,19,20,0.0038096110802143812,0.0042266845703125,5.328581809997559,4.365311145782471,-0.014305591583251953,-0.2287158966064453,f0d69eb5571a5de9,5.314276218414307,0b48c212bb9bac8db22453a2f97eeebdfc6e3cd4e7396a0e360986e71167a4b0,-2.924611806869507,182cd24ca8dc3b9a818ea6ab3e8363a323927c897aa072e9e71e29c3833a8475,4.136595249176025,ca0e10b0c45bad7a9a7aaf5bb49ee318f83c1432d3ff1c2f6e61469e83dea6dc,-4.294966220855713,e431840754c42b649eb4066db8782b2506441a59cad9dda2e8d1b897afcd9b32,8.238888025283813,8.431561470031738,1.1776809692382812,1.370354413986206,-0.1926734447479248
tail,72,7,0,11,tail_0,True,True,,20,0,20,0,True,20,20,1903,21,21,0.0060679116286337376,0.0060679116286337376,4.654311656951904,5.347989559173584,-0.005950450897216797,-0.3503913879394531,961f5d574fea86a6,4.6483612060546875,68cb7555acfc41c10b4d47398148b3ea48816f00b99b3345031486135b325f3f,1.437732458114624,4d837893407ee9f7203098510dcdab3a020911fd56ee64acc89793513aaf7b31,4.997598171234131,74ae3d4bc42239d0dc4cf2797d66c3ae6430d4e972d7dcc2fac77420c22495fc,-5.300729751586914,8d3074a5aa8b0a135e0b58716c369f6b5e2c72ed2ba8dd688869a89e13a75770,3.2106287479400635,10.298327922821045,-0.34923696517944336,6.738462209701538,-7.0876991748809814
tail,42,4,1,12,tail_1,True,True,,108,0,108,0,True,108,108,1140,53,53,0.02643330954015255,0.026519775390625,6.024054527282715,6.5804123878479,-0.11567163467407227,-0.19322919845581055,003a4593de0ee4b5,5.908382892608643,a8d42a9c5b4c27506237a4c026706e7db31a31e8feafefe1787be061d6539aa5,0.05810025334358215,71de63c223bc5760633c18811a95a18ce04b72a643eb3b2273c72e5feb95d77c,6.38718318939209,f1790a65b1748a63a12e6176be729c51c8a99b897f97d32a29e150e87aa20b22,-4.467104911804199,02c37ba8f50b3219c4173d6e3ae8e9bb5ad57fb58b5669452d9dbc287cfe91c5,5.85028263926506,10.854288101196289,-0.47880029678344727,4.525205165147781,-5.004005461931229
tail,172,17,2,13,tail_2,True,True,,111,0,111,0,True,111,111,873,47,47,0.0169525146484375,0.01694742776453495,3.54416561126709,1.6484723091125488,0.1256422996520996,-1.2379848957061768,6e396911bead502b,3.6698079109191895,dafe82a9edf1a26f7588b26c309080fe22f67e806c2275312a701c8838104dfd,-2.721536159515381,d89061d3d32ded7abbb1e7cf534978c021ec5f0fada269fea239458ce01cf552,0.41048741340637207,1b51c5c21520e9cd2c8ad86f52e64f2ac383c46841c6072d8dba3b491141bbcd,-6.70161771774292,f736db8376224dce4db7603796ee346943d12078101b73e113c2c2835936e818,6.39134407043457,7.112105131149292,3.2593204975128174,3.980081558227539,-0.7207610607147217
tail,102,10,3,14,tail_3,True,True,,16,0,16,0,True,16,16,1631,17,17,0.0051727294921875,0.0051727294921875,5.806850910186768,5.656697750091553,-0.0028772354125976562,0.11011219024658203,d8369a36998179ff,5.80397367477417,33227b7a5e78f1bd64e7ecfc53313687b6d461401894df2c0b04fd6d63ca3c7c,0.2657124400138855,da9a45d58ba59acd8ef3ae75deb56dddc8333162731d893515609ad671b6f0ed,5.766809940338135,6929fc985bb4e84fca7638898f00911ae5ac4228de3dd92d4991041d60b43ee5,-4.239865303039551,6cb6d3a284047965ab942ddbf128fb7f87e62e6306cfb632b034d5ba9561ce90,5.538261234760284,10.006675243377686,0.037163734436035156,4.505577743053436,-4.468414008617401
tail,2,0,4,15,tail_4,True,True,,302,0,310,0,True,302,302,3928,73,94,0.032501220703125,0.0529378242790699,5.714310169219971,6.761948585510254,-0.18184757232666016,-1.3171000480651855,c2db4d07b5b9297a,5.5324625968933105,cecf051cea0475d8eb5f199e8354b40ebad27419d5c6c4bb50a544720c7441c9,0.10911187529563904,dcc8544afd710d4090ac5d42137d11025689eb844dbe413393dd24c8283f51d8,5.444848537445068,d30df274b37cfb8fac7c3f770190e017713b98e12927b3b19c49e9823af3a7fe,-4.802395343780518,d13bab77edc6d1a8fab7f907d1ca4e91b8d60faf10c5f57a8276aabf46757765,5.4233507215976715,10.247243881225586,0.08761405944824219,4.911507219076157,-4.823893159627914
tail,52,5,5,16,tail_5,True,True,,33,0,33,0,True,33,33,4024,24,24,0.007883707992732525,0.007883707992732525,6.034209251403809,5.835502624511719,-0.008219718933105469,-0.015261650085449219,a9561d1133aefd30,6.025989532470703,57f899e3f3010d92aa24dc226a2766dc422b861ec7c2ab10738a723174abfea9,0.1926029920578003,9752f7d455132861ed0beab9e48b101d89fa601b715375bbd3f0cb1c49f6acce,5.8202409744262695,f08e30e421e8db7ef48e75cbfd62aa63b64b27a7fa9990c05e7f2810c060ea9a,-5.000464916229248,015c9603308de33e6c23c36cb79c11e2dab0795fa2b1444d7b8e5ded73f01135,5.833386540412903,10.820705890655518,0.2057485580444336,5.193067908287048,-4.987319350242615
tail,142,14,6,17,tail_6,False,False,target_not_visible_in_native_11;11_to_01_did_not_change_rgb;10_to_00_did_not_change_rgb,5,0,5,0,True,5,5,3481,12,12,0.0031280517578125,0.0031280517578125,5.833798885345459,5.4811692237854,-0.3821239471435547,-1.3046178817749023,a69f1b23879a2719,5.451674938201904,d45167524aca1adce8fe7c5bf5ae43ef78f30a233632daabf96b0dade883a481,2.2333195209503174,abab5cc720c51612f2787a0d991a9c7c09d075186d2d842085f359c3b42a2173,4.176551342010498,3844b4c336f9f705bceede69754fcf8d7218b93e91693ba86f6f57e2612254ba,-4.087183952331543,712854d563f290840b48a2776cf3c22c121caa22e22b8e8419fec0a32f99de21,3.218355417251587,8.263735294342041,1.2751235961914062,6.32050347328186,-5.045379877090454
wing,160,16,0,20,wing_0,True,True,,535,0,535,0,True,535,535,594,243,243,0.1077779158949852,0.107757568359375,5.006381034851074,8.899608612060547,-0.36071348190307617,-0.9722752571105957,ddda5e6a51ba9416,4.645667552947998,8f05419bc9ad7f582a22db897897527f897f0915c95d098438066f7e43c8f82b,-0.8578577041625977,06abe9764c2244fd449aa4c4a9721ace6c92927d1af6dfdccc7063d348ddedc9,7.927333354949951,20019b3396a599a6379d17bc43934b9d85d48f6789554ff92a6c29ceaf065f87,-5.6961445808410645,12faf01efa5e9e46b70332f2962062aaa64fa989518cd4da1264c0dbdbd15792,5.503525257110596,13.623477935791016,-3.281665802001953,4.838286876678467,-8.11995267868042
wing,20,2,1,21,wing_1,True,True,,87,0,115,0,True,87,87,722,157,198,0.0844268798828125,0.1354319304227829,3.242786407470703,8.247296333312988,0.26839470863342285,-1.6154241561889648,cf14303bc25c9fbd,3.511181116104126,e732034746b1528189f6c7bdd181cc83219980147c0117fefb7c16d1e45b23b6,-1.2108235359191895,db5ffda08ea9203281db9a2ce431b201cd86d288a616a5db80c8e1ae02fadf21,6.631872177124023,4d5c73d7836dc076e8452c068584a6db66f3d320b815e9e09f3b896e8eb0af0d,-4.858160018920898,1c901fb87fc46910db212c852654217ef3c7ecb4237cc78905ae0bb4e0f15d1d,4.722004652023315,11.490032196044922,-3.1206910610198975,3.647336483001709,-6.7680275440216064
wing,10,1,2,22,wing_2,True,True,,212,0,212,0,True,212,212,815,140,141,0.0724843367934227,0.0727437362074852,5.044758319854736,7.400766849517822,-0.34224796295166016,-0.36824512481689453,ee81c82fbf83735e,4.702510356903076,240d1d6d0ca85d80aa87053ff4aafbaaf4c69e2ed4d650920e7707e300521de6,-0.625859797000885,67e413284ce0b4dba4bb5504c63b77d3c905dce144a50d622a946d6cd059e4ff,7.032521724700928,855fd8d49dee0e3fe3bf64cdb8fdfb34fb8c2f854ba32bda776f3bfcdbaf9588,-4.301307678222656,106a4bbd2764afae0329deb362d27f0070cfad5d75a5290e1e7b78d50b2dd701,5.328370153903961,11.333829402923584,-2.3300113677978516,3.6754478812217712,-6.005459249019623
wing,50,5,3,23,wing_3,True,True,,1004,0,1004,0,True,1004,1004,1496,233,233,0.1044565811753273,0.1044565811753273,4.402760982513428,5.135047435760498,-0.11588239669799805,-0.23973369598388672,de3c42403b42cf4a,4.28687858581543,2d7b3f239738f2ac1fad83a5dd9f555159a2c042ddb711b40c183e04e0949118,-1.867396354675293,e0384b2a59f61212fc4fa6963e7cbe87090ce028f40603d8949cbbc6d1e6319e,4.895313739776611,bb580132d94efb7d120e9680e54db971cd27a6981e0acbe2a75d2f2d5f11aea6,-5.400943756103516,facb8a3b9f5fc1209a37604fd0f5af939d541701e2b8bcbe9e00f94e6df92c47,6.154274940490723,10.296257495880127,-0.6084351539611816,3.5335474014282227,-4.141982555389404
wing,0,0,4,24,wing_4,True,True,,771,0,771,0,True,771,771,963,195,195,0.0851033553481102,0.0852254256606102,6.047610759735107,6.487429618835449,0.07717132568359375,0.002819061279296875,24071a76e3a8dd8f,6.124782085418701,aecea60e6d87229948c772f3edbfeb6ce8340eddf00f462b0d1d70b9c02f667a,-1.321345329284668,98bcea7ac9288063429c74c5de890656ade6ed1f050128a69fd12ab9e797472d,6.490248680114746,76d5a1f82cf36fd1fe84ef6ff14647a82302701fba52182361d746e7134a8ea3,-4.286805152893066,f0a5348defd6f85696af6454b13ae70dcc8f7b32478cf89f2ce45e5de8a3cdac,7.446127414703369,10.777053833007812,-0.3654665946960449,2.9654598236083984,-3.3309264183044434
wing,30,3,5,25,wing_5,True,True,,1740,0,1740,0,True,1609,1609,1442,323,323,0.1152852401137352,0.1152852401137352,4.51888370513916,4.496210098266602,-0.1748809814453125,-0.43901634216308594,a91e13fbcee57400,4.344002723693848,d1eb7b48aa95e10de7a843063f99e09c943f1db54e1a21fee5fffef509e4abd8,-2.8352184295654297,b5d2a3b4d3e75e85a169e4f3d8eab891194b7b6d5afb6029d9f6cd0dc0f0fb28,4.057193756103516,89280a7c7b864d012d6617594522fbab3cc4c75b7f42f3fd888d4989f3202582,-4.316384315490723,8cadaaeb4956533cca5cfab44fb5bc44ea5122f244f3a8852a5bfa3e6a38bccf,7.179221153259277,8.373578071594238,0.28680896759033203,1.481165885925293,-1.194356918334961
wing,161,16,0,20,wing_0,True,True,,1545,0,1545,0,True,1545,1545,1171,274,274,0.1136881485581398,0.1136830672621727,4.652009010314941,3.5077147483825684,0.28692102432250977,0.7099776268005371,d0ec6097d76a5ae0,4.938930034637451,c1a7096646892036e8c32f9ece7e23eca970e44305392a0fbf6d192db83a27c5,-4.027457237243652,4a112d8a0c751470b4cfa5b0042e58f526e73b0a48abd943c777b88c71036d1e,4.2176923751831055,0c1814cc8aa88879ab10afb202c0784f21d7770d0739ca17955965cdaffd75c6,-4.674143314361572,f840eebb089d877d31a5ea299a9eb7c990989f08fb88eebe2479de185d24ff48,8.966387271881104,8.891835689544678,0.7212376594543457,0.6466860771179199,0.07455158233642578
wing,21,2,1,21,wing_1,True,True,,396,0,396,0,True,396,396,619,182,183,0.0894622802734375,0.0898590087890625,5.449216365814209,6.641009330749512,-0.0888071060180664,-1.0622506141662598,716e8ddc57ae023b,5.360409259796143,237c1b42d4c1ce83881e707efe7eb4567c03ac930427f73e0f3121aa51e4f1c4,-0.30867621302604675,18748b60e9be8de3020d3e8ac61263c6c813a6843f7b80f2bb0719a7bde5df70,5.578758716583252,20992188f71cf050b38a317e42b48e740f76cc7b660b57547bb90d07e4495e91,-4.259316921234131,7cc8a671f051ba4f9279ab71616bf649447598d73736b2a2fbbaa86cda15004f,5.669085472822189,9.838075637817383,-0.21834945678710938,3.950640708208084,-4.1689901649951935
wing,11,1,2,22,wing_2,True,True,,673,0,673,0,True,673,673,988,247,247,0.1043752059340477,0.1043650284409523,3.6192431449890137,3.5277903079986572,-0.22919964790344238,-0.8187003135681152,a9a8741351ee0b02,3.3900434970855713,c45def7e6f2593973074112bab0710358d91f31275192912b445c2399a67aef3,-0.513188898563385,9ae0ad36294f7852cdb997cfc500e0b471bcc9308401acd72375faf6547248d9,2.709089994430542,7ea7cd00bc5d3669a5f1f77b98cfd624a5549d8fe34290222b4b5e534a2343bb,-3.7989933490753174,97e23b97b80e991551375be63b488d4f3c033120e81d4163845cf31d10b27699,3.9032323956489563,6.508083343505859,0.6809535026550293,3.2858044505119324,-2.604850947856903
wing,51,5,3,23,wing_3,True,True,,462,0,462,0,True,461,462,1865,156,162,0.080596923828125,0.0916239395737648,5.103111267089844,6.833682537078857,-0.039130210876464844,0.8327183723449707,e74f3f0738e89999,5.063981056213379,19ceb9f5e54c4944bbc55f4ed61613a2f53df82944d6690b0905873c3d08da2d,-1.2098114490509033,bed3861ae1194a3c7347c938ab5c11033e011ed8096fa01e6e2b67564928060d,7.666400909423828,43bd046a142116fa467e767a123dcd30b1859560dcd6ed0efa26d2d704d91095,-5.8689703941345215,2e0b82231b7ef8c87386a1c7503eb5fe6636812abc06fc8f4dd2e58297bfaa34,6.273792505264282,13.53537130355835,-2.602419853210449,4.659158945083618,-7.261578798294067
wing,1,0,4,24,wing_4,True,True,,2247,0,2247,0,True,2247,2247,1833,357,357,0.1447804719209671,0.1447804719209671,4.856062412261963,4.336791515350342,-0.32860851287841797,-0.5227727890014648,693b6ee0a7492139,4.527453899383545,2ca72a2afc31b1afe2c5aab08e0d93000e0a05f51f70a41109ee3e07cf45431d,-0.8391263484954834,bd7cfb8a84f72bf657ae3a4a26e65ffdd9b57fe755e8985b0d8e7e67b6c5d450,3.814018726348877,6f7a65bb74d083715e3b8f471eb7ffd4e0ff300f1cf9c416b10c7cbef80d46f7,-3.675581693649292,2b41d925a5b3b1a958ac9c855b682ae0ed7bd7ee3c6b372af581d2ade918b6d5,5.366580247879028,7.489600419998169,0.713435173034668,2.8364553451538086,-2.1230201721191406
